 PATAMAR DE DEFICIT
 NUMERO DE PATAMARES DE DEFICIT
 XXX
   1
 CUSTO DO DEFICIT
 NUM|NOME SSIS.|    CUSTO DE DEFICIT POR PATAMAR  | P.U. CORTE POR PATAMAR|
 XXX|XXXXXXXXXX| F|XXXX.XX XXXX.XX XXXX.XX XXXX.XX|X.XXX X.XXX X.XXX X.XXX|
 1   SUDESTE     0 8103.95 0000.00 0000.00 0000.00 1.000 0.000 0.000 0.000
 2   SUL         0 8103.95 0000.00 0000.00 0000.00 1.000 0.000 0.000 0.000
 3   NORDESTE    0 8103.95 0000.00 0000.00 0000.00 1.000 0.000 0.000 0.000
 4   NORTE       0 8103.95 0000.00 0000.00 0000.00 1.000 0.000 0.000 0.000
 11  NOFICT1     1
 999
 LIMITES DE INTERCAMBIO
 A   B   A->B    B->A
 XXX XXX XJAN. XXXFEV. XXXMAR. XXXABR. XXXMAI. XXXJUN. XXXJUL. XXXAGO. XXXSET. XXXOUT. XXXNOV. XXXDEZ.
POS      7918.   8119.   8087.   7985.   8068.   8079.   8087.   8424.   8596.   8562.   8426.   8254.
 999
 GERACAO DE USINAS NAO SIMULADAS
 XXX  XBL  XXXXXXXXXXXXXXXXXXXX  XTE
       XXXJAN. XXXFEV. XXXMAR. XXXABR. XXXMAI. XXXJUN. XXXJUL. XXXAGO. XXXSET. XXXOUT. XXXNOV. XXXDEZ.
   1    1  PCH
2023                                                                                             2613.
2024     2697.   2978.   3005.   2687.   2219.   1871.   1589.   1451.   1348.   1638.   2134.   2627.
2025     2721.   3006.   3036.   2715.   2242.   1894.   1607.   1466.   1361.   1652.   2157.   2661.
2026     2747.   3033.   3064.   2758.   2278.   1926.   1636.   1492.   1384.   1677.   2186.   2691.
2027     2802.   3093.   3120.   2791.   2307.   1948.   1650.   1506.   1396.   1691.   2206.   2715.
   1    2  PCT
2023                                                                                             1406.
2024      872.    929.   1333.   2894.   4065.   4448.   4685.   4537.   4280.   3920.   3063.   1503.
2025      924.    989.   1434.   3142.   4393.   4776.   5020.   4820.   4540.   4033.   3158.   1541.
2026      950.   1008.   1447.   3155.   4402.   4785.   5047.   4847.   4569.   4059.   3180.   1552.
2027      955.   1012.   1453.   3169.   4423.   4806.   5056.   4852.   4576.   4066.   3184.   1554.
   1    3  EOL
2023                                                                                                8.
2024       10.      6.      5.      3.      3.      4.      5.      8.      9.      9.      7.      8.
2025       10.      6.      5.      3.      3.      4.      5.      8.      9.      9.      7.      8.
2026       10.      6.      5.      3.      3.      4.      5.      8.      9.      9.      7.      8.
2027       10.      6.      5.      3.      3.      4.      5.      8.      9.      9.      7.      8.
   1    4  UFV
2023                                                                                              944.
2024     1086.   1013.   1122.   1089.   1059.   1011.   1111.   1255.   1395.   1459.   1438.   1398.
2025     1607.   1660.   1771.   1675.   1555.   1466.   1578.   1566.   1736.   1730.   1660.   1613.
2026     1810.   1677.   1807.   1675.   1547.   1474.   1578.   1566.   1727.   1716.   1660.   1613.
2027     1798.   1677.   1807.   1706.   1567.   1502.   1588.   1597.   1749.   1731.   1681.   1642.
   1    5  PCH MMGD
2023                                                                                             33.02
2024     33.02   33.84   35.62   35.62   32.06   29.09   24.93   21.37   20.18   20.18   26.71   33.24
2025     33.24   33.84   35.62   35.62   32.06   29.09   24.93   21.37   20.18   20.18   26.71   33.24
2026     33.24   33.84   35.62   35.62   32.06   29.09   24.93   21.37   20.18   20.18   26.71   33.24
2027     33.24   33.84   35.62   35.62   32.06   29.09   24.93   21.37   20.18   20.18   26.71   33.24
   1    6  PCT MMGD
2023                                                                                              77.4
2024      77.4    72.3    72.3    72.3    72.3    72.3    72.3    72.3    72.3    72.3    72.3    72.3
2025      72.3    72.3    72.3    72.3    72.3    72.3    72.3    72.3    72.3    72.3    72.3    72.3
2026      72.3    72.3    72.3    72.3    72.3    72.3    72.3    72.3    72.3    72.3    72.3    72.3
2027      72.3    72.3    72.3    72.3    72.3    72.3    72.3    72.3    72.3    72.3    72.3    72.3
   1    7  EOL MMGD
2023                                                                                              0.04
2024      0.04    0.04    0.04    0.03    0.04    0.04    0.04    0.05    0.05    0.04    0.04    0.04
2025      0.04    0.04    0.04    0.03    0.04    0.04    0.04    0.05    0.05    0.04    0.04    0.04
2026      0.04    0.04    0.04    0.03    0.04    0.04    0.04    0.05    0.05    0.04    0.04    0.04
2027      0.04    0.04    0.04    0.03    0.04    0.04    0.04    0.05    0.05    0.04    0.04    0.04
   1    8  UFV MMGD
2023                                                                                            1948.3
2024    1929.9  1938.7  1844.6  1856.5  1727.8  1698.5  1751.0  1990.1  1875.6  1840.7  1754.9  1817.8
2025    1800.3  1938.8  1844.6  1856.6  1727.8  1698.5  1751.0  1990.2  1875.7  1840.7  1754.9  1817.8
2026    1800.3  1938.7  1844.7  1856.6  1727.8  1698.3  1751.0  1990.2  1875.6  1840.8  1754.9  1817.8
2027    1800.3  1938.7  1844.7  1856.4  1727.8  1698.3  1751.0  1990.1  1875.6  1840.7  1754.9  1817.8
   2    1  PCH
2023                                                                                              822.
2024      916.    828.    838.    864.    940.   1233.   1039.    947.    987.   1225.    980.    845.
2025      950.    861.    874.    895.    972.   1300.   1103.   1001.   1043.   1292.   1036.    890.
2026      990.    896.    911.    932.   1025.   1364.   1148.   1042.   1084.   1342.   1078.    927.
2027     1057.    952.    965.    986.   1067.   1399.   1178.   1069.   1112.   1376.   1107.    952.
   2    2  PCT
2023                                                                                              415.
2024      374.    396.    446.    554.    581.    566.    572.    600.    576.    527.    544.    417.
2025      376.    396.    446.    554.    581.    566.    572.    600.    576.    527.    544.    417.
2026      376.    396.    445.    554.    582.    566.    572.    600.    576.    528.    544.    417.
2027      376.    396.    445.    554.    582.    567.    573.    600.    576.    528.    544.    417.
   2    3  EOL
2023                                                                                              722.
2024      657.    596.    592.    623.    647.    689.    735.    716.    789.    802.    815.    750.
2025      694.    668.    681.    713.    744.    793.    845.    824.    906.    912.    915.    831.
2026      755.    684.    684.    713.    745.    793.    845.    824.    906.    910.    915.    831.
2027      754.    684.    684.    715.    745.    793.    846.    823.    906.    909.    915.    832.
   2    4  UFV
2023                                                                                                3.
2024        3.      3.      2.      2.      2.      2.      2.      2.      2.      3.      3.      3.
2025        3.      3.      2.      2.      2.      2.      2.      2.      2.      3.      3.      3.
2026        3.      3.      2.      2.      2.      2.      2.      2.      2.      3.      3.      3.
2027        3.      3.      2.      2.      2.      2.      2.      2.      2.      3.      3.      3.
   2    5  PCH MMGD
2023                                                                                              4.96
2024      5.34    4.67    4.77    4.57    4.38    5.62    6.10    5.43    5.53    5.91    5.24    4.96
2025      5.34    4.67    4.77    4.57    4.38    5.62    6.10    5.43    5.53    5.91    5.24    4.96
2026      5.34    4.67    4.77    4.57    4.38    5.62    6.10    5.43    5.53    5.91    5.24    4.96
2027      5.34    4.67    4.77    4.57    4.38    5.62    6.10    5.43    5.53    5.91    5.24    4.96
   2    6  PCT MMGD
2023                                                                                             35.46
2024     35.46   34.22   34.22   34.22   34.22   34.22   34.22   34.22   34.22   34.22   34.22   34.22
2025     34.22   34.22   34.22   34.22   34.22   34.22   34.22   34.22   34.22   34.22   34.22   34.22
2026     34.22   34.22   34.22   34.22   34.22   34.22   34.22   34.22   34.22   34.22   34.22   34.22
2027     34.22   34.22   34.22   34.22   34.22   34.22   34.22   34.22   34.22   34.22   34.22   34.22
   2    7  EOL MMGD
2023                                                                                              0.16
2024      0.15    0.14    0.14    0.12    0.14    0.16    0.17    0.18    0.18    0.16    0.16    0.16
2025      0.15    0.14    0.14    0.12    0.14    0.16    0.17    0.18    0.18    0.16    0.16    0.16
2026      0.15    0.14    0.14    0.12    0.14    0.16    0.17    0.18    0.18    0.16    0.16    0.16
2027      0.15    0.14    0.14    0.12    0.14    0.16    0.17    0.18    0.18    0.16    0.16    0.16
   2    8  UFV MMGD
2023                                                                                            1049.8
2024    1029.2   992.7   964.1   883.8   750.7   677.6   719.1   852.5   805.4   883.2   985.9  1002.7
2025     983.3   992.8   964.1   883.8   750.7   677.6   719.1   852.5   805.4   883.2   985.9  1002.8
2026     983.3   992.7   964.1   883.8   750.7   677.6   719.1   852.5   805.4   883.2   985.9  1002.8
2027     983.3   992.7   964.1   883.8   750.7   677.6   719.1   852.5   805.4   883.2   985.9  1002.8
   3    1  PCH
2023                                                                                               99.
2024       75.     80.     83.     84.     78.     74.     73.     77.     68.     64.     87.    107.
2025       81.     87.     90.     92.     85.     81.     80.     85.     75.     71.     94.    107.
2026       81.     87.     90.     92.     85.     81.     80.     85.     75.     71.     94.    107.
2027       81.     87.     90.     92.     85.     81.     80.     85.     75.     70.     94.    107.
   3    2  PCT
2023                                                                                              452.
2024      474.    413.    398.    349.    346.    344.    341.    379.    446.    472.    461.    460.
2025      482.    419.    400.    350.    346.    344.    341.    380.    446.    472.    461.    460.
2026      482.    419.    400.    350.    346.    344.    341.    380.    446.    473.    461.    460.
2027      483.    419.    400.    350.    346.    344.    341.    379.    446.    473.    461.    460.
   3    3  EOL
2023                                                                                             9494.
2024     8970.   7704.   8016.   8855.  10837.  12592.  15052.  17345.  17225.  15412.  12034.  11353.
2025    10227.   8700.   8933.   9789.  12001.  14085.  16762.  18871.  18383.  16456.  12753.  11944.
2026    10809.   9095.   9190.  10082.  12240.  14116.  16812.  19056.  18577.  16650.  12879.  12062.
2027    10891.   9157.   9253.  10138.  12323.  14189.  16949.  19037.  18577.  16666.  12879.  12053.
   3    4  UFV
2023                                                                                             1498.
2024     1497.   1621.   1606.   1688.   1672.   1719.   1763.   2099.   2415.   2260.   2077.   2153.
2025     2132.   2212.   2117.   2276.   2157.   2169.   2146.   2312.   2637.   2401.   2294.   2387.
2026     2596.   2676.   2602.   2670.   2523.   2558.   2521.   2720.   3085.   2808.   2586.   2690.
2027     2618.   2714.   2639.   2705.   2546.   2590.   2529.   2757.   3112.   2827.   2608.   2724.
   3    5  PCH MMGD
2023                                                                                              0.08
2024      0.07    0.07    0.06    0.06    0.06    0.09    0.09    0.09    0.07    0.07    0.07    0.08
2025      0.07    0.07    0.06    0.06    0.06    0.09    0.09    0.09    0.07    0.07    0.07    0.08
2026      0.07    0.07    0.06    0.06    0.06    0.09    0.09    0.09    0.07    0.07    0.07    0.08
2027      0.07    0.07    0.06    0.06    0.06    0.09    0.09    0.09    0.07    0.07    0.07    0.08
   3    6  PCT MMGD
2023                                                                                              8.84
2024      8.84    7.65    7.65    7.65    7.65    7.65    7.65    7.65    7.65    7.65    7.65    7.65
2025      7.65    7.65    7.65    7.65    7.65    7.65    7.65    7.65    7.65    7.65    7.65    7.65
2026      7.65    7.65    7.65    7.65    7.65    7.65    7.65    7.65    7.65    7.65    7.65    7.65
2027      7.65    7.65    7.65    7.65    7.65    7.65    7.65    7.65    7.65    7.65    7.65    7.65
   3    7  EOL MMGD
2023                                                                                              7.03
2024      6.53    6.53    5.36    6.19    7.53    8.70    9.37   10.04   10.21    9.04    8.20    7.03
2025      6.53    6.53    5.36    6.19    7.53    8.70    9.37   10.04   10.21    9.04    8.20    7.03
2026      6.53    6.53    5.36    6.19    7.53    8.70    9.37   10.04   10.21    9.04    8.20    7.03
2027      6.53    6.53    5.36    6.19    7.53    8.70    9.37   10.04   10.21    9.04    8.20    7.03
   3    8  UFV MMGD
2023                                                                                             756.4
2024     739.1   706.1   713.7   661.1   622.9   597.6   622.4   694.3   738.2   736.1   729.7   707.5
2025     691.9   706.2   713.7   661.1   622.9   597.6   622.4   694.3   738.2   736.1   729.7   707.5
2026     691.9   706.2   713.7   661.1   622.9   597.6   622.4   694.3   738.2   736.2   729.7   707.5
2027     691.9   706.2   713.7   661.1   622.9   597.5   622.4   694.3   738.2   736.2   729.7   707.5
   4    1  PCH
2023                                                                                              146.
2024      150.    164.    167.    152.    132.    117.    107.    100.     98.    107.    126.    146.
2025      150.    164.    167.    152.    132.    117.    107.    100.     98.    111.    131.    151.
2026      159.    174.    177.    162.    140.    124.    113.    106.    103.    113.    133.    154.
2027      159.    174.    177.    162.    140.    124.    113.    106.    103.    113.    133.    154.
   4    2  PCT
2023                                                                                              180.
2024      180.    201.    199.    201.    213.    201.    203.    212.    210.    174.    205.    180.
2025      180.    201.    199.    201.    213.    201.    203.    212.    210.    174.    205.    180.
2026      180.    201.    199.    201.    213.    201.    203.    212.    210.    174.    205.    180.
2027      180.    201.    199.    201.    213.    201.    203.    212.    210.    174.    205.    180.
   4    3  EOL
2023                                                                                              275.
2024      173.    143.     90.     91.     91.    130.    161.    254.    330.    316.    285.    275.
2025      173.    144.     90.     90.     91.    130.    161.    254.    330.    316.    285.    275.
2026      173.    143.     91.     90.     90.    131.    161.    254.    330.    316.    285.    275.
2027      172.    143.     91.     90.     90.    131.    161.    254.    330.    316.    285.    275.
   4    4  UFV
2023                                                                                                1.
2024        1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.
2025        1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.
2026        1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.
2027        1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.
   4    5  PCH MMGD
2023                                                                                              0.00
2024      0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
2025      0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
2026      0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
2027      0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
   4    6  PCT MMGD
2023                                                                                              2.29
2024      2.29    2.29    2.29    2.29    2.29    2.29    2.29    2.29    2.29    2.29    2.29    2.29
2025      2.29    2.29    2.29    2.29    2.29    2.29    2.29    2.29    2.29    2.29    2.29    2.29
2026      2.29    2.29    2.29    2.29    2.29    2.29    2.29    2.29    2.29    2.29    2.29    2.29
2027      2.29    2.29    2.29    2.29    2.29    2.29    2.29    2.29    2.29    2.29    2.29    2.29
   4    7  EOL MMGD
2023                                                                                              0.01
2024      0.01    0.01    0.01    0.00    0.01    0.01    0.01    0.01    0.01    0.01    0.01    0.01
2025      0.01    0.01    0.01    0.00    0.01    0.01    0.01    0.01    0.01    0.01    0.01    0.01
2026      0.01    0.01    0.01    0.00    0.01    0.01    0.01    0.01    0.01    0.01    0.01    0.01
2027      0.01    0.01    0.01    0.00    0.01    0.01    0.01    0.01    0.01    0.01    0.01    0.01
   4    8  UFV MMGD
2023                                                                                             250.6
2024     243.1   228.2   229.4   230.5   234.3   246.1   252.2   273.7   268.9   254.3   244.0   230.3
2025     223.4   228.2   229.4   230.5   234.3   246.1   252.2   273.7   268.9   254.3   244.0   230.3
2026     223.4   228.2   229.4   230.5   234.4   246.1   252.2   273.7   268.9   254.3   244.0   230.3
2027     223.4   228.2   229.4   230.5   234.4   246.1   252.2   273.7   268.9   254.3   244.0   230.3
 999
