dates,SE,S,NE,N
2009-06-01,34557.45,3883.29,4587.43,19559.7
2009-07-01,34411.4,12661.970000000001,3698.21,7526.41
2009-08-01,28688.15,18781.05,2921.14,3743.56
2009-09-01,34865.43,30167.72,3000.13,2653.8100000000004
2009-10-01,40478.91,25262.65,4093.38,3016.61
2009-11-01,42860.15,14446.48,7832.12,5679.05
2009-12-01,71629.58,12003.2,7793.92,9854.48
2010-01-01,83748.09,16287.54,10262.37,18852.55
2010-02-01,74528.73,15146.119999999999,5657.12,21873.81
2010-03-01,69660.97,9925.28,7864.65,21796.390000000003
2010-04-01,59846.21,20328.16,8440.8,26515.839999999997
2010-05-01,39081.479999999996,23874.11,3861.33,14652.98
2010-06-01,28768.91,10902.66,3088.03,7174.49
2010-07-01,23664.949999999997,11582.14,2478.91,3976.45
2010-08-01,18165.54,9253.91,2095.88,2728.44
2010-09-01,15644.630000000001,6921.16,2021.36,1820.85
2010-10-01,23692.84,6897.6900000000005,2469.75,1782.0300000000002
2010-11-01,32289.690000000002,5650.75,5192.9,3291.8599999999997
2010-12-01,49531.58000000001,16668.98,9223.23,7026.45
2011-01-01,85273.51000000001,12380.86,13138.03,16048.17
2011-02-01,63352.06,21215.93,9299.05,25358.86
2011-03-01,102304.31,12851.130000000001,11513.54,32849.23
2011-04-01,71883.68,11387.25,15192.49,32608.399999999998
2011-05-01,44949.92,6353.0,5888.04,26446.71
2011-06-01,34287.18,8372.369999999999,3684.98,10751.08
2011-07-01,27872.949999999997,22846.42,3150.82,5643.1
2011-08-01,26559.68,31233.66,2430.33,3195.2400000000002
2011-09-01,18376.58,25912.199999999997,2180.56,2077.04
2011-10-01,27509.5,11650.29,2744.57,2454.93
2011-11-01,30439.69,7341.1,3927.08,6121.04
2011-12-01,50449.96,3928.4700000000003,10529.63,11510.86
2012-01-01,83572.68000000001,6963.9,17083.92,23417.409999999996
2012-02-01,62843.9,5634.030000000001,15403.81,29184.5
2012-03-01,51858.24,4067.87,6437.4,28588.17
2012-04-01,44345.71,4031.41,6333.18,22519.06
2012-05-01,39886.979999999996,5790.38,3723.31,13134.61
2012-06-01,45919.63,14955.92,3616.43,7517.820000000001
2012-07-01,31731.16,10096.84,2739.66,4492.21
2012-08-01,20158.19,8117.9400000000005,2255.03,2485.46
2012-09-01,16640.54,4926.29,1962.35,1791.8999999999999
2012-10-01,17627.57,7630.46,1671.79,1737.8100000000002
2012-11-01,26770.22,4898.35,4407.48,3234.37
2012-12-01,34374.77,4621.99,6717.46,7811.389999999999
2013-01-01,56886.52,9073.84,5007.11,11058.91
2013-02-01,68774.40000000001,6992.53,10484.9,24553.07
2013-03-01,63954.42,12996.7,5334.86,24842.48
2013-04-01,66362.67,7769.41,8099.17,25786.870000000003
2013-05-01,38557.25,5031.66,4428.44,21971.57
2013-06-01,44642.08,18909.65,3348.63,9928.019999999999
2013-07-01,35645.95,16444.5,2549.61,5227.43
2013-08-01,21971.870000000003,18303.47,2260.95,3206.79
2013-09-01,19573.02,17433.17,1845.65,2229.51
2013-10-01,27622.120000000003,13697.22,2013.98,2167.61
2013-11-01,29823.13,6631.65,2615.27,4351.92
2013-12-01,49772.979999999996,6590.53,8935.49,9422.63
2014-01-01,43867.520000000004,10161.779999999999,10864.33,17646.059999999998
2014-02-01,42199.560000000005,4864.72,4144.13,25842.61
2014-03-01,58287.659999999996,11021.93,3957.33,31795.120000000003
2014-04-01,53624.270000000004,8066.19,5263.16,29442.63
2014-05-01,36996.38,11697.39,3274.98,22395.82
2014-06-01,35906.75,40671.01,2167.41,10948.09
2014-07-01,24954.47,16109.39,2290.98,5762.05
2014-08-01,18946.21,6438.27,2116.3,3233.3999999999996
2014-09-01,16925.68,12542.93,1985.81,2251.66
2014-10-01,16193.869999999999,18495.68,1555.86,2198.9700000000003
2014-11-01,21762.920000000002,8197.24,2534.44,3374.34
2014-12-01,42086.22,7638.51,6532.36,7326.08
2015-01-01,33935.0,15632.77,3918.98,10658.26
2015-02-01,49351.57000000001,11654.21,4239.04,13848.999999999998
2015-03-01,59713.759999999995,7964.299999999999,5659.74,20376.160000000003
2015-04-01,51332.05,6978.129999999999,6790.29,22852.52
2015-05-01,43997.61,6724.28,4283.15,21324.85
2015-06-01,33646.06,13767.55,2565.38,10231.15
2015-07-01,35464.42,28280.13,2001.38,4898.13
2015-08-01,20487.210000000003,8140.370000000001,1727.61,2698.63
2015-09-01,23384.85,13665.630000000001,1379.04,1633.83
2015-10-01,22012.33,30730.78,1045.38,1472.1100000000001
2015-11-01,35128.13,18843.489999999998,1054.51,1761.6000000000001
2015-12-01,46233.58,21594.559999999998,3176.26,2145.0499999999997
2016-01-01,81848.28,14853.43,7341.91,6295.36
2016-02-01,61408.21,13803.89,13749.43,13301.740000000002
2016-03-01,68020.52999999998,14858.369999999999,4836.3,13003.46
2016-04-01,40506.979999999996,9638.24,2745.24,12789.300000000001
2016-05-01,35341.81,10888.75,1672.4,7664.63
2016-06-01,38624.19,9780.720000000001,1460.14,3679.48
2016-07-01,23176.4,10559.04,1250.11,2201.42
2016-08-01,21273.46,11448.810000000001,1290.51,1274.38
2016-09-01,18760.5,8873.32,1151.37,1147.13
2016-10-01,20139.54,12421.86,1330.9,1355.37
2016-11-01,28020.22,6695.75,2075.99,2290.9399999999996
2016-12-01,38136.770000000004,7414.84,5545.49,5349.32
2017-01-01,45073.5,11693.63,4106.35,9243.74
2017-02-01,51639.369999999995,8462.75,4911.21,21690.879999999997
2017-03-01,48228.75,5984.07,3512.99,25552.85
2017-04-01,40873.81,5446.58,2783.04,23020.78
2017-05-01,39980.31,14341.14,1651.28,13368.66
2017-06-01,34844.079999999994,28397.44,1534.61,6491.3099999999995
2017-07-01,20577.77,4232.360000000001,1268.89,3093.17
2017-08-01,17551.73,5171.889999999999,1201.22,1730.32
2017-09-01,13066.08,2703.63,1022.29,1196.35
2017-10-01,16231.35,10886.73,855.31,1051.67
2017-11-01,32015.510000000002,11997.59,1608.54,2096.45
2017-12-01,45561.51999999999,6492.469999999999,5849.84,6450.889999999999
2018-01-01,63947.03,14290.18,5413.69,9949.83
2018-02-01,59770.880000000005,7260.77,6754.1,22401.430000000004
2018-03-01,61879.48,6724.93,8002.62,26561.6
2018-04-01,49618.07,6072.360000000001,5556.68,27993.06
2018-05-01,31447.4,3088.46,2460.72,16569.1
2018-06-01,25004.719999999998,5052.32,1731.32,7315.860000000001
2018-07-01,18040.25,6521.0199999999995,1489.43,3778.8900000000003
2018-08-01,17137.649999999998,4792.64,1336.06,2242.36
2018-09-01,16381.73,11746.5,1276.2,1650.77
2018-10-01,25797.789999999997,16079.99,1415.82,1428.2199999999998
2018-11-01,40767.229999999996,10635.650000000001,3802.13,2800.38
2018-12-01,46257.99,5902.04,8736.48,9299.88
2019-01-01,42644.78,7468.67,5179.33,12399.52
2019-02-01,46923.18,6744.969999999999,3654.7,14994.039999999999
2019-03-01,67198.28,9504.759999999998,6240.33,23103.129999999997
2019-04-01,53351.920000000006,6652.42,6429.07,27189.25
2019-05-01,39067.1,14026.400000000001,4044.1,18900.019999999997
2019-06-01,31486.24,16356.52,2370.26,9329.310000000001
2019-07-01,22174.79,7060.82,1872.05,4483.85
2019-08-01,16487.190000000002,2855.25,1629.06,2484.7
2019-09-01,13910.59,3274.37,1307.98,1557.27
2019-10-01,14073.989999999998,5367.14,1024.16,1762.8899999999999
2019-11-01,19734.32,9331.75,1297.49,2609.54
2019-12-01,39690.3,4488.25,4716.08,4427.46
2020-01-01,49418.219999999994,3391.6800000000003,6104.28,9559.43
2020-02-01,74522.15,2718.4700000000003,11763.52,17315.440000000002
2020-03-01,71099.78,1849.75,13678.52,29817.23
2020-04-01,47944.8,1022.8199999999999,11753.93,30868.02
2020-05-01,32005.370000000003,1736.63,5592.23,24199.570000000003
2020-06-01,25177.640000000003,7119.45,3418.95,11390.04
2020-07-01,20592.799999999996,13303.99,2444.39,4966.700000000001
2020-08-01,17603.52,9821.0,2198.05,2421.2299999999996
2020-09-01,13235.359999999999,5076.32,1745.17,1760.6000000000001
2020-10-01,12383.960000000001,2766.4300000000003,1822.51,1362.5499999999997
2020-11-01,19070.28,2048.05,4713.28,3484.3500000000004
2020-12-01,30580.97,6968.5199999999995,4517.98,4748.65
2021-01-01,46109.70999999999,11618.83,6103.95,8538.33
2021-02-01,51554.23,10071.86,6022.34,16643.13
2021-03-01,52272.13999999999,4959.46,9855.97,29857.019999999997
2021-04-01,35109.37,2273.17,4107.03,24184.01
2021-05-01,25501.72,2507.44,2683.51,18215.23
2021-06-01,21779.6,6190.24,1596.92,7814.26
2021-07-01,15878.41,4589.82,1613.66,4269.45
2021-08-01,12381.34,3203.12,1359.65,2490.66
2021-09-01,11153.97,7626.97,1265.47,1813.06
2021-10-01,22168.28,12195.3,1311.85,2059.85
2021-11-01,29489.730000000003,5244.83,4133.98,6019.7
2021-12-01,42871.19,2151.68,9873.01,15768.43
2022-01-01,71486.91,2802.2,17924.3,35154.02
2022-02-01,77911.4,2751.33,20879.43,30791.51
2022-03-01,52802.399999999994,6989.55,17281.57,32730.28
2022-04-01,40963.27,10176.24,7449.24,29649.86
2022-05-01,26903.89,18906.010000000002,3678.36,17108.63
2022-06-01,24223.389999999996,24482.05,2857.03,8827.91
2022-07-01,16808.68,7823.289999999999,2444.6,4572.15
2022-08-01,16031.34,12662.619999999999,2056.09,2738.41
2022-09-01,16083.32,9727.71,2233.57,1762.21
2022-10-01,24489.42,20737.940000000002,1911.86,1717.8
2022-11-01,24422.6,7820.45,4270.08,3839.8499999999995
2022-12-01,42956.060000000005,8162.87,9538.95,10250.720000000001
2023-01-01,78044.93,7116.99,14460.67,20496.91
2023-02-01,73775.56999999999,7208.4,13849.94,22561.059999999998
2023-03-01,71016.28,8088.84,7842.18,28477.6
2023-04-01,55129.59,6187.790000000001,4286.63,28331.82
2023-05-01,36528.060000000005,5271.74,3760.69,19574.13
2023-06-01,30829.54,8249.45,2328.51,8306.5
2023-07-01,22844.97,16180.09,2205.14,4109.43
2023-08-01,18487.879999999997,8130.630000000001,2151.71,2185.66
2023-09-01,17256.07,16141.46,2063.15,1677.6499999999999
2023-10-01,22540.25,45329.619999999995,1565.34,1340.31
2023-11-01,26462.570000000003,46869.2,2162.11,1489.6899999999998
2023-12-01,28112.72,15491.28,1789.34,2308.68
2024-01-01,37010.95,10371.12,6410.21,6773.679999999999
2024-02-01,43479.8,7186.15,9634.44,16676.719999999998
2024-03-01,45817.939999999995,9729.439999999999,8608.22,19307.64
2024-04-01,46061.259999999995,8596.65,8086.73,23882.03
