dates,SE,S,NE,N
1970-04-01,44723.200000000004,3177.43,7891.41,22268.43
1970-05-01,33336.78,7246.51,6032.71,18740.54
1970-06-01,26706.38,13879.779999999999,4399.58,7456.37
1970-07-01,23249.760000000002,16813.78,3912.83,4010.27
1970-08-01,16540.52,6891.8099999999995,3391.04,2657.27
1970-09-01,21284.739999999998,7185.4,3142.5,1927.5800000000002
1970-10-01,24113.36,9915.14,4661.39,2102.75
1970-11-01,27407.36,3952.83,9329.79,4314.17
1970-12-01,28745.449999999997,10775.650000000001,8839.06,4618.76
1971-01-01,38121.549999999996,21705.23,5261.46,5317.21
1971-02-01,32225.390000000007,11551.39,4493.75,10103.34
1971-03-01,37590.59,11745.89,5312.08,14013.090000000002
1971-04-01,31173.68,12696.98,5169.47,19518.1
1971-05-01,24697.210000000003,15147.34,3782.04,16011.42
1971-06-01,23338.469999999998,18297.5,2765.92,9113.6
1971-07-01,20629.510000000002,16386.19,2638.83,4846.66
1971-08-01,15057.91,12457.800000000001,2279.82,2830.84
1971-09-01,14350.39,6891.24,2273.17,1922.75
1971-10-01,21327.960000000003,7109.0599999999995,3233.95,2004.24
1971-11-01,29175.72,2754.45,7497.11,5284.9
1971-12-01,51383.799999999996,2416.19,18099.66,9091.27
1972-01-01,48672.35,4679.54,15695.82,10658.08
1972-02-01,69233.21,12258.21,8442.57,18297.48
1972-03-01,65300.06999999999,8985.400000000001,9966.08,24240.579999999998
1972-04-01,49345.799999999996,7438.29,8859.94,22539.569999999996
1972-05-01,32033.339999999997,3074.08,5899.36,17244.02
1972-06-01,25533.129999999997,13287.56,3853.57,7595.5
1972-07-01,25203.940000000002,11422.599999999999,3375.22,4109.2
1972-08-01,22092.510000000002,22894.35,3170.59,2437.4700000000003
1972-09-01,22184.49,28870.04,2642.1,1805.5300000000002
1972-10-01,45355.38,18620.56,3876.78,1722.58
1972-11-01,48011.91,10940.43,5707.01,2542.7400000000002
1972-12-01,56567.00000000001,10157.96,12032.48,5091.84
1973-01-01,64540.8,10643.53,13638.88,11613.33
1973-02-01,67720.37,10513.0,11217.44,13074.240000000002
1973-03-01,62518.65,6810.219999999999,10955.77,22533.36
1973-04-01,62200.13999999999,5201.51,13698.96,28066.1
1973-05-01,40978.020000000004,12362.279999999999,6660.08,23127.32
1973-06-01,32633.55,14513.08,4443.63,10747.169999999998
1973-07-01,27875.6,17867.989999999998,3778.45,5751.7300000000005
1973-08-01,21577.489999999998,20566.95,3084.21,3788.9700000000003
1973-09-01,21261.23,23203.87,2529.74,2394.05
1973-10-01,28515.199999999997,14403.739999999998,3742.46,3181.61
1973-11-01,40996.97,9262.67,9408.13,5984.34
1973-12-01,53530.77999999999,5232.280000000001,13140.31,11783.0
1974-01-01,75801.93,8180.57,13688.38,14539.06
1974-02-01,60105.27,8956.2,10792.61,25965.170000000002
1974-03-01,79272.15000000001,9741.78,12700.38,33057.6
1974-04-01,69680.32,4599.21,18187.37,36695.9
1974-05-01,44958.81,4182.62,10295.97,33096.93
1974-06-01,36640.96,9947.08,5437.08,20300.670000000002
1974-07-01,28340.09,7275.52,4225.2,8398.86
1974-08-01,21646.260000000002,5177.78,3717.08,4675.35
1974-09-01,19013.74,8387.64,3277.11,3433.48
1974-10-01,22266.730000000003,4201.43,3261.61,3340.81
1974-11-01,25430.199999999997,6066.2,5688.9,4190.21
1974-12-01,42479.9,5031.35,7515.99,8059.66
1975-01-01,60256.2,6035.549999999999,12635.68,13248.54
1975-02-01,60610.55,5848.27,12195.16,25412.33
1975-03-01,50385.93,5378.639999999999,8438.93,25979.389999999996
1975-04-01,47501.93,3513.8599999999997,7468.04,29607.43
1975-05-01,32657.379999999997,2890.85,6376.96,25803.78
1975-06-01,24893.87,5784.65,3805.34,12971.32
1975-07-01,22963.000000000004,4652.26,3822.34,6717.129999999999
1975-08-01,17338.579999999998,11106.369999999999,2984.72,3993.8799999999997
1975-09-01,14156.060000000001,17639.879999999997,2472.36,2724.11
1975-10-01,25352.85,20531.65,2875.76,2246.1800000000003
1975-11-01,34870.2,9777.09,6846.86,3423.5899999999997
1975-12-01,51296.259999999995,18193.9,8358.64,5911.660000000001
1976-01-01,51017.99999999999,12499.66,6170.54,10394.53
1976-02-01,61370.11,7445.96,6028.71,17310.149999999998
1976-03-01,63844.9,8014.92,6371.33,22894.579999999998
1976-04-01,51754.19,5854.07,5462.16,20728.440000000002
1976-05-01,39363.8,7633.65,3174.97,15776.240000000002
1976-06-01,39714.07,14759.279999999999,3070.04,8538.33
1976-07-01,29927.73,8114.86,2463.5,4728.38
1976-08-01,28074.47,17131.39,2288.95,2682.7799999999997
1976-09-01,31589.94,10450.05,2643.02,1954.11
1976-10-01,33138.53,7044.04,4516.72,2754.78
1976-11-01,44313.259999999995,11610.810000000001,6489.6,4774.71
1976-12-01,65846.79000000001,11399.44,13669.59,10184.39
1977-01-01,83694.54,10419.64,15082.43,16048.380000000001
1977-02-01,84332.45,12307.29,18079.61,30516.149999999998
1977-03-01,54556.63,8762.470000000001,7068.46,28258.65
1977-04-01,57973.67,7890.4400000000005,6802.9,25236.010000000002
1977-05-01,40095.060000000005,3363.86,6103.78,27315.87
1977-06-01,33217.12,5965.09,4125.24,14483.99
1977-07-01,24725.11,8027.96,3536.26,7125.8099999999995
1977-08-01,18776.690000000002,16086.060000000001,2876.88,3742.3499999999995
1977-09-01,21360.519999999997,6921.67,2714.3,2516.64
1977-10-01,22109.53,11201.43,3617.24,3269.35
1977-11-01,33583.1,10847.98,4182.26,5185.07
1977-12-01,58544.17,7641.92,8410.03,8622.84
1978-01-01,82980.60999999999,4543.03,16865.73,27458.8
1978-02-01,61299.380000000005,3227.77,16503.76,28004.14
1978-03-01,73596.73,3848.35,20506.59,38086.36
1978-04-01,50492.78,1783.93,12553.75,32453.449999999997
1978-05-01,39252.42,1440.09,8525.98,26979.570000000003
1978-06-01,34384.13,1839.1,6835.33,14466.77
1978-07-01,29260.93,6902.3099999999995,4681.79,7123.380000000001
1978-08-01,21551.670000000002,6248.139999999999,4487.01,4640.71
1978-09-01,21650.03,8979.95,3623.07,3129.0600000000004
1978-10-01,20976.62,4515.21,4455.74,3150.16
1978-11-01,34286.65,8485.49,6159.32,3767.4199999999996
1978-12-01,55176.35,5658.18,11175.21,7709.48
1979-01-01,80265.72,3321.59,18865.33,19391.31
1979-02-01,105116.71,2172.05,29465.32,38359.31
1979-03-01,71778.5,3052.7,46140.79,37075.64
1979-04-01,56224.63999999999,3844.75,23408.87,30002.239999999998
1979-05-01,47201.07000000001,15947.220000000001,11383.95,19409.96
1979-06-01,34332.05,5785.92,8298.35,9317.95
1979-07-01,27254.840000000004,7908.469999999999,6761.61,5205.8099999999995
1979-08-01,24550.49,8199.19,5882.73,3609.9700000000003
1979-09-01,30123.22,8494.619999999999,5845.13,3425.6400000000003
1979-10-01,27859.03,25846.739999999998,6018.71,3490.3299999999995
1979-11-01,36454.14,19531.0,9542.59,4945.95
1979-12-01,47861.25,13850.57,9889.89,6626.459999999999
1980-01-01,84757.2,7594.32,18584.13,17454.25
1980-02-01,105270.09999999999,5621.9,30788.62,36850.17
1980-03-01,78512.9,9674.72,32618.48,46066.950000000004
1980-04-01,67548.24,4635.32,13946.51,35349.31
1980-05-01,45734.240000000005,6292.29,10912.42,18575.98
1980-06-01,36637.49,4274.99,7134.02,8806.369999999999
1980-07-01,31944.12,10466.07,6592.55,5332.4400000000005
1980-08-01,24498.559999999998,18043.89,5621.47,3652.11
1980-09-01,25714.100000000002,17964.54,5001.2,2927.44
1980-10-01,25194.280000000002,11875.57,5316.25,2961.5699999999997
1980-11-01,31174.6,11082.16,6664.25,4194.74
1980-12-01,59653.56,16015.41,13777.31,10813.99
1981-01-01,80732.69,13589.74,17401.4,22733.9
1981-02-01,60171.579999999994,11454.2,15420.36,27661.06
1981-03-01,57789.2,4286.16,14635.04,21897.04
1981-04-01,54731.73,4155.77,18919.96,27568.6
1981-05-01,38805.880000000005,3704.3900000000003,8916.35,16434.61
1981-06-01,33916.01,3955.6899999999996,6241.03,7748.530000000001
1981-07-01,24178.980000000003,3128.1,5082.3,4727.23
1981-08-01,19989.43,2745.69,4540.03,3308.19
1981-09-01,16351.04,6189.05,4201.53,2670.54
1981-10-01,29167.73,7317.71,5382.54,2534.56
1981-11-01,53102.96,7521.51,12686.75,5663.900000000001
1981-12-01,71479.39,10693.85,18076.03,11214.44
1982-01-01,96740.87,4354.32,21089.27,22624.49
1982-02-01,88582.07,6253.25,23294.82,34541.93
1982-03-01,103090.12,4505.05,22179.5,33395.97
1982-04-01,80397.89,2386.56,20817.24,31842.49
1982-05-01,54226.63,2352.27,12345.84,24710.989999999998
1982-06-01,49364.11,11689.14,8053.44,11646.82
1982-07-01,45229.74,23458.17,6326.39,5989.370000000001
1982-08-01,30998.58,10660.8,5353.34,3803.8900000000003
1982-09-01,25243.350000000002,6300.97,4898.95,2975.05
1982-10-01,37419.51,19696.05,5018.54,3595.67
1982-11-01,44900.020000000004,33359.11,5048.32,3822.58
1982-12-01,68766.06,16309.19,5506.63,4586.71
1983-01-01,108541.03000000001,10378.189999999999,14580.24,10751.419999999998
1983-02-01,132174.0,11125.64,22681.86,30213.78
1983-03-01,107919.0,18431.550000000003,28073.02,27009.59
1983-04-01,86924.17,11652.8,21354.5,26679.249999999996
1983-05-01,71725.1,33529.17,13973.35,12675.72
1983-06-01,89063.7,28589.4,8108.49,6231.86
1983-07-01,56585.24,69822.61,6307.94,3719.7299999999996
1983-08-01,38032.43,29490.89,5712.9,2780.2999999999997
1983-09-01,48259.68000000001,17034.72,4494.26,2256.24
1983-10-01,53643.18,15029.82,5898.92,2554.66
1983-11-01,57759.6,11600.68,11256.59,4334.19
1983-12-01,78818.53,7430.09,17466.34,8950.07
1984-01-01,74447.94,6706.33,19119.58,13335.4
1984-02-01,60242.590000000004,6270.37,9688.83,15832.78
1984-03-01,55467.770000000004,5863.38,8399.08,19781.83
1984-04-01,60695.39,6538.18,12440.37,27584.41
1984-05-01,49614.340000000004,11340.2,6333.14,23667.77
1984-06-01,33635.26,19183.17,4387.36,10238.06
1984-07-01,26067.96,14510.419999999998,3877.3,4963.0199999999995
1984-08-01,23710.170000000002,28608.829999999998,3476.41,3018.77
1984-09-01,25094.37,12796.28,4178.47,2740.2799999999997
1984-10-01,23648.03,12471.19,4442.12,2647.12
1984-11-01,28584.62,12958.74,5486.64,4173.79
1984-12-01,52588.8,8891.83,11550.74,5535.81
1985-01-01,85272.42,3663.71,18526.4,16738.77
1985-02-01,85033.46,8910.880000000001,24925.21,32303.37
1985-03-01,85360.25,6051.83,22036.6,31760.23
1985-04-01,66703.48999999999,10447.61,21985.0,34369.97
1985-05-01,49797.52,7608.869999999999,9908.86,28785.920000000002
1985-06-01,36571.340000000004,4435.54,6163.21,14403.25
1985-07-01,28914.93,5075.98,4911.18,6698.13
1985-08-01,23634.51,6374.05,4408.88,4033.91
1985-09-01,21901.539999999997,7026.219999999999,4219.77,2735.13
1985-10-01,21712.089999999997,4099.61,5473.06,3304.87
1985-11-01,29115.030000000002,4420.4,6915.65,5907.9800000000005
1985-12-01,38718.3,1442.18,11419.27,13726.519999999999
1986-01-01,65283.59,2207.8999999999996,18665.29,31701.99
1986-02-01,65085.25,4867.6900000000005,22703.44,29834.76
1986-03-01,63986.96,4608.66,15522.21,31765.670000000002
1986-04-01,49585.39,8178.700000000001,7616.74,29109.260000000002
1986-05-01,43845.67999999999,7168.389999999999,5651.51,21530.000000000004
1986-06-01,32170.7,8134.530000000001,4233.5,10441.27
1986-07-01,25534.350000000002,4617.95,3917.05,5797.58
1986-08-01,26591.420000000002,6397.93,3857.69,3496.0099999999998
1986-09-01,20956.63,8732.75,3653.92,2805.2599999999998
1986-10-01,20281.5,8813.99,3230.62,4150.31
1986-11-01,21271.04,10924.0,3746.07,6088.860000000001
1986-12-01,48476.62,10004.91,5703.47,6912.000000000001
1987-01-01,63731.37,10060.619999999999,9700.06,11357.789999999999
1987-02-01,71555.57,9720.77,7956.47,13094.69
1987-03-01,59276.78,3465.5,8200.8,24598.889999999996
1987-04-01,51242.89,9114.220000000001,9140.2,24089.36
1987-05-01,48374.840000000004,28826.690000000002,5583.67,14500.5
1987-06-01,39756.36,16681.03,3730.05,6547.68
1987-07-01,27411.84,13475.36,3420.17,3735.09
1987-08-01,20772.809999999998,10638.26,2756.43,2493.13
1987-09-01,20691.65,7255.88,2694.89,1965.28
1987-10-01,23132.54,13570.7,3089.69,2202.78
1987-11-01,33408.83,6194.32,4522.28,2996.0499999999997
1987-12-01,57668.56,3783.7200000000003,10722.12,7677.37
1988-01-01,58262.729999999996,4164.83,16111.22,14572.7
1988-02-01,70962.23,5450.52,10941.11,18315.699999999997
1988-03-01,78211.59,4233.29,13596.43,28607.8
1988-04-01,60221.58,5167.17,10355.42,29094.88
1988-05-01,47838.68,19085.79,6468.55,24149.649999999998
1988-06-01,40404.2,14336.67,3911.33,10950.210000000001
1988-07-01,26500.13,5880.23,3328.18,5678.09
1988-08-01,20537.3,2576.9700000000003,3328.13,3316.83
1988-09-01,17329.41,8409.27,3195.18,2434.52
1988-10-01,22573.88,6307.620000000001,3281.22,2505.91
1988-11-01,29034.03,4032.9900000000002,5132.99,4378.62
1988-12-01,38589.17999999999,2845.5,8155.4,12704.48
1989-01-01,67802.08,9986.720000000001,11170.59,20180.87
1989-02-01,74351.31,14814.98,7840.91,21574.25
1989-03-01,68782.2,7586.049999999999,9518.3,27109.79
1989-04-01,49914.53,7588.94,6020.08,30107.76
1989-05-01,38391.17,12744.63,4207.69,22968.51
1989-06-01,29952.5,3671.0,3287.2,12967.34
1989-07-01,25788.0,8571.039999999999,3234.07,7139.610000000001
1989-08-01,28289.76,10933.36,3012.83,4162.35
1989-09-01,28863.15,29606.83,2822.16,3056.6
1989-10-01,22818.620000000003,12077.849999999999,3088.56,3003.56
1989-11-01,30670.4,5332.55,5345.19,6252.35
1989-12-01,68833.20999999999,3290.67,20445.39,21018.2
1990-01-01,90642.84999999999,17821.84,28011.69,34693.05
1990-02-01,54295.369999999995,10640.44,12421.03,25085.58
1990-03-01,57322.15,6710.799999999999,9667.09,31044.469999999998
1990-04-01,45633.97,12525.39,6645.8,25968.14
1990-05-01,39055.03,13020.09,4255.49,16124.51
1990-06-01,30513.550000000003,31654.43,3397.53,8417.189999999999
1990-07-01,29459.120000000003,14903.51,3490.52,5031.34
1990-08-01,25015.43,14622.93,3209.29,3401.33
1990-09-01,28258.879999999997,20464.47,3232.03,2753.5199999999995
1990-10-01,29659.489999999998,24175.57,3540.47,2834.0699999999997
1990-11-01,30326.699999999997,17569.620000000003,4449.93,3557.3
1990-12-01,33032.130000000005,7448.1,5182.42,5373.23
1991-01-01,59812.98,3556.0,10416.48,13788.990000000002
1991-02-01,80287.01999999999,3748.75,15699.33,23479.270000000004
1991-03-01,83475.93,2661.2,14311.53,25783.93
1991-04-01,83311.73,2970.6899999999996,15624.03,30948.9
1991-05-01,49665.91,2469.77,7778.19,26182.120000000003
1991-06-01,36912.32,10352.31,4830.19,13796.98
1991-07-01,29650.68,7636.87,3854.24,6204.53
1991-08-01,23250.85,7717.95,3517.88,3903.96
1991-09-01,20117.94,2862.05,3289.48,2700.2000000000003
1991-10-01,29776.73,8436.66,4165.37,2611.48
1991-11-01,27912.13,7724.59,6194.15,3636.98
1991-12-01,42244.77,9281.26,9586.94,6739.04
1992-01-01,70578.26000000001,5870.23,15160.17,11979.98
1992-02-01,98445.04000000001,7271.42,29886.19,32586.9
1992-03-01,71114.49000000002,8387.3,39188.81,27633.27
1992-04-01,64908.91,7365.12,13239.91,27097.290000000005
1992-05-01,61903.57,25115.83,8654.36,16885.030000000002
1992-06-01,43215.38,29083.910000000003,5719.06,7336.32
1992-07-01,33458.4,21452.29,4626.86,3962.3900000000003
1992-08-01,26485.989999999998,17400.01,4237.58,2742.2999999999997
1992-09-01,32864.6,12978.39,4252.82,2417.15
1992-10-01,39798.5,7870.530000000001,5661.07,2777.95
1992-11-01,52719.51,8590.45,12679.09,4610.15
1992-12-01,63510.49,5302.85,16198.36,12317.539999999999
1993-01-01,60034.87,5836.31,18028.81,17388.21
1993-02-01,83936.61,9534.92,13782.97,19820.66
1993-03-01,72786.4,8777.84,12504.51,25732.420000000002
1993-04-01,63036.03999999999,5948.21,7933.28,21558.08
1993-05-01,44179.71,12557.99,5705.57,15443.99
1993-06-01,38768.49,11646.810000000001,4329.7,7035.640000000001
1993-07-01,27539.649999999998,19564.54,3785.05,3935.9300000000003
1993-08-01,23894.28,6250.92,3622.3,2640.3
1993-09-01,26146.99,12132.369999999999,3234.25,2406.1499999999996
1993-10-01,32332.960000000003,22779.3,3805.37,2643.61
1993-11-01,26167.02,6582.09,4027.55,3435.19
1993-12-01,43002.270000000004,11016.98,5825.57,6096.0
1994-01-01,76133.95,4559.29,15056.5,19405.510000000002
1994-02-01,65052.49,13825.13,14551.79,26602.34
1994-03-01,75969.56999999999,7732.860000000001,14927.5,33083.14
1994-04-01,57573.27,6939.92,15291.05,31122.02
1994-05-01,42088.9,11624.130000000001,6883.86,21797.19
1994-06-01,34723.44,16101.59,4943.55,10849.47
1994-07-01,28196.120000000003,19539.949999999997,4211.89,6707.42
1994-08-01,21608.5,7196.15,3442.46,3789.34
1994-09-01,17018.0,4628.89,3414.69,2748.82
1994-10-01,18593.86,11029.369999999999,2698.34,2648.09
1994-11-01,29110.26,12981.689999999999,3048.22,2909.93
1994-12-01,44644.89,7323.26,9102.93,7536.3
1995-01-01,64659.42,25436.07,8964.41,18950.1
1995-02-01,96957.34000000001,13050.11,8874.33,26371.649999999998
1995-03-01,67997.33,7394.3099999999995,9289.45,27492.999999999996
1995-04-01,62252.47,4342.09,8433.94,30257.410000000003
1995-05-01,45670.66,2540.37,5572.71,28562.99
1995-06-01,31488.85,5216.38,4250.83,18038.22
1995-07-01,27704.489999999998,12062.86,3317.13,7590.75
1995-08-01,20013.5,5969.74,2932.04,4135.08
1995-09-01,17505.88,7523.52,2339.87,2663.83
1995-10-01,27779.679999999997,15068.42,2775.36,2416.9
1995-11-01,28092.82,5872.05,5074.93,3791.4100000000003
1995-12-01,40524.36,4258.83,9715.62,9618.38
1996-01-01,63701.439999999995,12497.830000000002,13771.94,18527.25
1996-02-01,52652.97,17121.4,7067.2,18924.28
1996-03-01,66363.97,13286.81,6486.56,24040.62
1996-04-01,49423.909999999996,11440.220000000001,5727.06,25033.23
1996-05-01,35199.520000000004,3168.28,4012.36,22358.35
1996-06-01,26765.77,7908.610000000001,3147.45,10283.439999999999
1996-07-01,21825.97,14897.560000000001,2639.88,5651.719999999999
1996-08-01,18271.370000000003,10531.47,2092.32,3523.42
1996-09-01,23311.91,13420.92,2042.96,2399.99
1996-10-01,24749.14,18419.93,2454.36,2595.3
1996-11-01,42152.409999999996,11346.310000000001,5105.28,4328.25
1996-12-01,52833.36,8903.92,10169.0,6659.389999999999
1997-01-01,102801.78000000001,10490.92,17726.19,15414.810000000001
1997-02-01,86836.52,22913.839999999997,14897.98,24820.77
1997-03-01,75427.71999999999,9012.380000000001,13817.4,30427.27
1997-04-01,63097.27999999999,3004.8,13638.32,36999.32
1997-05-01,45799.64,3322.87,7943.51,29181.66
1997-06-01,48089.34,10136.689999999999,5291.09,11357.289999999999
1997-07-01,33569.27,12104.67,4069.98,5950.19
1997-08-01,24588.12,18325.920000000002,3656.81,3634.3399999999997
1997-09-01,22590.789999999997,8022.83,3212.91,2693.42
1997-10-01,27777.81,36531.59,3321.73,2602.7200000000003
1997-11-01,37289.3,34270.26,3875.19,2936.08
1997-12-01,57380.909999999996,13150.0,9202.28,5240.629999999999
1998-01-01,51492.61,15618.650000000001,10316.0,9133.49
1998-02-01,63711.46000000001,24168.37,9750.53,12606.6
1998-03-01,69137.84,19188.73,9536.41,18056.28
1998-04-01,57794.17,31425.239999999998,4840.02,12609.43
1998-05-01,42837.75,22138.43,3608.46,8871.5
1998-06-01,31203.68,8636.14,2863.03,4502.71
1998-07-01,23731.06,13962.73,2497.4,2893.7900000000004
1998-08-01,24554.27,25098.5,2295.16,1705.1299999999999
1998-09-01,25091.449999999997,26942.620000000003,2048.7,1497.57
1998-10-01,35987.04,25897.35,2093.25,1501.49
1998-11-01,34289.549999999996,7381.1,5867.26,3144.9199999999996
1998-12-01,48242.43,5804.389999999999,9912.84,7532.51
1999-01-01,69609.67,5631.86,9321.32,13109.75
1999-02-01,63310.47,8587.900000000001,5679.27,13619.689999999999
1999-03-01,73153.37000000001,5929.17,11690.84,21619.710000000003
1999-04-01,46443.81,8834.0,7650.68,16920.949999999997
1999-05-01,34642.43,4673.7,3943.34,16226.82
1999-06-01,29612.39,10111.46,2795.84,8187.6900000000005
1999-07-01,26162.93,20359.03,2388.21,4008.2200000000003
1999-08-01,17980.56,4941.25,2087.03,2442.77
1999-09-01,18421.690000000002,5491.23,2332.32,1846.2999999999997
1999-10-01,15801.090000000002,13516.880000000001,1878.36,2039.4199999999998
1999-11-01,23040.010000000002,5389.51,4859.39,3678.58
1999-12-01,37262.25,4053.5699999999997,10058.67,9401.43
2000-01-01,64902.75000000001,5184.64,13130.52,22614.16
2000-02-01,79477.2,7143.17,15010.88,28124.61
2000-03-01,76429.93999999999,8138.65,13499.42,33621.32
2000-04-01,50060.55,4456.67,11010.7,31216.120000000003
2000-05-01,32775.72,4905.41,5493.5,22864.77
2000-06-01,26790.52,5527.27,3707.2,9258.1
2000-07-01,23308.51,11758.86,2925.24,5604.6900000000005
2000-08-01,21304.1,6573.860000000001,3003.63,3547.25
2000-09-01,32527.02,26712.27,2783.51,2669.43
2000-10-01,20752.12,24981.93,2465.46,2930.98
2000-11-01,33462.979999999996,7975.25,5280.84,5078.78
2000-12-01,52257.939999999995,6367.27,11407.33,12800.9
2001-01-01,50700.939999999995,13134.189999999999,10216.26,18021.73
2001-02-01,53011.240000000005,21065.82,5354.0,20285.839999999997
2001-03-01,54189.880000000005,11076.55,5349.27,25180.94
2001-04-01,42540.119999999995,9078.06,4024.52,25394.629999999997
2001-05-01,32336.25,12012.119999999999,2642.72,14964.82
2001-06-01,27149.969999999998,11160.869999999999,2555.54,9112.779999999999
2001-07-01,21342.9,14246.23,2072.2,5016.36
2001-08-01,17370.129999999997,7989.199999999999,1920.22,2882.9300000000003
2001-09-01,17595.420000000002,9550.47,2028.97,2044.1399999999999
2001-10-01,24481.109999999997,26486.65,2294.66,2286.81
2001-11-01,30766.02,7660.81,3595.08,3792.09
2001-12-01,48546.159999999996,8531.59,6464.11,9503.52
2002-01-01,75138.35999999999,7397.34,16829.24,27398.510000000002
2002-02-01,83318.37,6055.45,14609.7,26988.98
2002-03-01,63903.94000000001,4675.52,10668.72,22794.03
2002-04-01,43447.69999999999,4166.82,6936.44,21790.48
2002-05-01,37385.020000000004,9313.75,3355.75,12711.2
2002-06-01,27263.53,11206.43,2720.2,7125.11
2002-07-01,21933.710000000003,7173.17,2581.88,3415.29
2002-08-01,18938.71,12113.73,2026.54,2137.85
2002-09-01,19586.199999999997,14950.630000000001,1586.31,1588.02
2002-10-01,15787.289999999999,19025.98,2072.59,1734.2
2002-11-01,26468.960000000003,17431.49,2831.84,2742.25
2002-12-01,41306.31999999999,16790.48,5517.53,4111.28
2003-01-01,69924.93,7789.54,12269.57,7227.92
2003-02-01,74590.61,9200.98,13148.34,13347.39
2003-03-01,62948.49,8336.17,8006.25,23120.84
2003-04-01,57483.97,4078.6,7885.7,28141.18
2003-05-01,36229.06,4252.21,4145.64,16697.61
2003-06-01,29110.170000000002,7666.54,3008.01,6882.73
2003-07-01,23052.719999999998,7225.49,2648.75,4159.91
2003-08-01,17945.96,3198.33,2267.79,3339.28
2003-09-01,16976.6,2780.7799999999997,2071.61,1929.91
2003-10-01,18762.9,5771.54,1533.91,1859.98
2003-11-01,25429.980000000003,7433.91,2497.04,3791.84
2003-12-01,40105.86,17129.81,4619.69,7095.219999999999
2004-01-01,58932.99999999999,8950.16,9667.06,13994.419999999998
2004-02-01,86368.63,4520.65,14893.31,32094.42
2004-03-01,76910.34,3276.26,20164.76,37389.47
2004-04-01,61015.280000000006,3943.48,15938.38,35176.71
2004-05-01,46906.649999999994,8800.880000000001,8502.85,22919.02
2004-06-01,39360.56,8235.28,4511.37,9835.76
2004-07-01,31679.61,12745.14,3911.1,5339.85
2004-08-01,22313.84,4552.98,3034.14,3384.4700000000003
2004-09-01,17421.15,8560.73,2716.38,2389.97
2004-10-01,24167.84,14469.32,2709.71,2334.41
2004-11-01,30300.059999999998,12858.33,3202.1,3825.7799999999997
2004-12-01,46990.6,5903.45,5406.7,6239.33
2005-01-01,76484.45,5576.450000000001,11832.9,11342.31
2005-02-01,70443.82999999999,2932.91,14948.98,21876.21
2005-03-01,71052.55,2564.52,14561.71,31256.48
2005-04-01,49676.92,6252.799999999999,12409.1,29154.21
2005-05-01,38637.9,14562.35,6703.94,21967.52
2005-06-01,33369.799999999996,17194.83,4427.1,8940.29
2005-07-01,24544.130000000005,9573.41,3571.07,4596.719999999999
2005-08-01,18942.07,7810.25,2974.96,2504.48
2005-09-01,21194.8,27180.99,2904.43,1744.12
2005-10-01,25286.32,29841.4,2737.17,1830.1299999999999
2005-11-01,32771.76,12721.849999999999,4062.17,2507.17
2005-12-01,64775.98,4236.2300000000005,13025.64,9113.970000000001
2006-01-01,60181.090000000004,4520.8,12940.5,18876.24
2006-02-01,64217.08,3944.25,6974.12,20509.33
2006-03-01,75182.88,3818.35,10607.92,25702.64
2006-04-01,67105.92,2899.02,13373.26,33748.45
2006-05-01,39395.45,1576.41,7079.97,30296.94
2006-06-01,29348.420000000002,2299.65,3946.72,16011.61
2006-07-01,24368.870000000003,3137.5,3249.58,6478.17
2006-08-01,19864.649999999998,5161.009999999999,3034.4,3473.3100000000004
2006-09-01,20443.38,5385.18,2913.35,2249.5099999999998
2006-10-01,29088.640000000003,5079.0,3936.67,2614.24
2006-11-01,34679.45,7153.870000000001,8529.53,5513.24
2006-12-01,65201.25,7424.06,12069.26,7338.04
2007-01-01,106309.75,6962.139999999999,16845.95,10528.13
2007-02-01,105710.09,7316.59,21353.32,24866.979999999996
2007-03-01,67907.25,9598.21,20497.0,29499.03
2007-04-01,50388.9,8575.900000000001,7774.4,24063.719999999998
2007-05-01,41211.76,19679.08,4634.14,14414.130000000001
2007-06-01,32047.559999999998,7732.34,3859.4,7156.03
2007-07-01,27816.75,12495.22,3034.83,3910.5599999999995
2007-08-01,21887.38,6580.22,2973.6,2500.83
2007-09-01,15236.519999999999,8785.39,2224.87,1713.9499999999998
2007-10-01,15934.039999999999,10128.42,1799.81,1591.27
2007-11-01,28811.519999999997,14203.67,1899.23,1862.58
2007-12-01,39021.840000000004,7601.04,4721.75,4474.53
2008-01-01,50632.409999999996,7428.33,5809.37,8433.61
2008-02-01,80317.98000000001,5084.49,11415.8,19163.28
2008-03-01,81709.78,4347.57,13448.43,27854.08
2008-04-01,69669.96,5907.110000000001,14190.87,31025.13
2008-05-01,49485.31,9784.220000000001,5893.92,25114.129999999997
2008-06-01,36810.979999999996,9800.18,3381.25,10653.25
2008-07-01,26183.33,6706.54,2786.14,4930.55
2008-08-01,26061.09,9290.19,2509.38,2920.96
2008-09-01,18902.54,8249.9,2001.91,2031.0900000000001
2008-10-01,23891.09,22099.260000000002,2188.82,1963.29
2008-11-01,30562.059999999998,19472.92,2698.73,2478.41
2008-12-01,44730.829999999994,5001.48,7207.61,8491.75
2009-01-01,65117.33,5676.38,15934.36,14283.08
2009-02-01,77529.57999999999,4980.96,14528.95,21396.79
2009-03-01,62371.54,4471.25,10524.53,26421.920000000002
2009-04-01,64519.88,1850.48,13025.65,28258.569999999996
2009-05-01,44086.96,2636.18,7824.8,32217.11
